月度,达人分层,达人ID,月度视频条数,月度总GMV,参与激励方案类型,实际获得激励金额,是否当月退出,达人流失率,资金消耗率,GMV投产比
2026-01,腰部,KOL_052,157,3905.57,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_053,196,4600.48,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_054,196,3743.21,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_055,185,4604.61,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_056,161,5611.76,条数+GMV叠加,545.22,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_057,180,2760.83,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_058,179,6983.76,条数+GMV叠加,552.3,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_059,216,6430.81,条数+GMV叠加,549.45,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_060,194,6048.03,条数+GMV叠加,547.47,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_061,262,6585.38,条数+GMV叠加,550.25,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_063,223,6000.7,条数+GMV叠加,547.23,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_064,228,6224.24,条数+GMV叠加,548.38,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_065,175,4969.5,纯条数激励,516.25,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_066,204,5806.0,条数+GMV叠加,546.22,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_068,200,3460.06,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_070,241,6158.33,条数+GMV叠加,548.04,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_071,242,5020.67,条数+GMV叠加,542.17,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_073,180,3321.81,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_074,193,5735.02,条数+GMV叠加,545.86,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_075,171,5762.09,条数+GMV叠加,546.0,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_076,175,6327.38,条数+GMV叠加,548.92,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_078,175,4449.38,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_081,159,5611.86,条数+GMV叠加,545.22,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_083,192,4942.86,纯条数激励,309.75,True,0.0875,1.1332,11.64
2026-01,腰部,KOL_084,176,2920.93,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_085,214,4421.98,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_086,222,5372.98,条数+GMV叠加,543.99,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_088,236,3091.96,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_089,223,3782.78,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_090,227,5746.22,条数+GMV叠加,545.92,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_091,202,6471.48,条数+GMV叠加,549.66,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_092,206,4882.75,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_093,176,6072.25,条数+GMV叠加,547.6,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_094,176,6267.32,条数+GMV叠加,548.61,True,0.0875,1.1332,11.64
2026-01,腰部,KOL_095,178,3986.84,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_096,204,6128.35,条数+GMV叠加,547.89,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_097,201,4484.06,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_098,185,4964.24,纯条数激励,516.25,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_099,204,6791.75,条数+GMV叠加,551.31,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_100,212,6889.66,条数+GMV叠加,551.82,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_101,182,3080.12,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_103,227,7338.93,条数+GMV叠加,554.14,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_104,229,6670.16,条数+GMV叠加,550.68,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_105,167,4158.72,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_106,213,5115.75,条数+GMV叠加,542.66,True,0.0875,1.1332,11.64
2026-01,腰部,KOL_108,197,4575.1,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_109,191,4086.25,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_110,232,3478.6,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_111,239,5759.52,条数+GMV叠加,545.98,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_112,226,5168.74,条数+GMV叠加,542.93,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_113,203,4009.7,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_114,220,6256.85,条数+GMV叠加,548.55,True,0.0875,1.1332,11.64
2026-01,腰部,KOL_117,199,3542.83,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_120,214,4430.94,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,尾部,KOL_126,158,595.18,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_127,157,644.35,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_128,166,314.22,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_129,151,490.13,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_131,186,456.44,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_132,169,474.95,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_133,183,662.88,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_137,160,481.14,未达标,0.0,True,0.126,0.6092,3.63
2026-01,尾部,KOL_139,131,496.55,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_140,170,490.25,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_141,189,535.51,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_143,163,482.72,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_144,134,564.35,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_145,169,653.06,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_146,156,446.97,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_148,173,514.14,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_153,133,303.67,未达标,0.0,True,0.126,0.6092,3.63
2026-01,尾部,KOL_154,181,620.87,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_158,122,404.6,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_159,126,435.45,未达标,0.0,True,0.126,0.6092,3.63
2026-01,尾部,KOL_161,165,727.44,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_162,168,745.9,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_163,149,521.46,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_164,187,516.49,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_165,177,370.88,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_168,186,610.94,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_170,184,718.2,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_171,185,404.71,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_172,170,532.57,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_173,179,508.78,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_174,173,543.99,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_176,164,438.89,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_179,154,612.18,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_180,156,586.93,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_182,208,584.49,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_186,118,276.87,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_188,140,822.98,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_190,156,680.02,纯条数激励,309.75,True,0.126,0.6092,3.63
2026-01,尾部,KOL_191,164,708.36,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_192,139,500.0,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_193,149,487.42,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_194,165,534.68,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_195,166,242.85,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_196,169,605.84,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_197,178,568.73,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_198,158,551.18,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_201,161,522.29,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_202,161,556.66,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_203,162,793.51,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_204,178,371.43,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_206,161,566.44,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_207,152,544.78,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_208,142,510.06,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_209,175,538.94,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_210,153,741.11,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_211,178,657.66,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_213,129,526.46,未达标,0.0,True,0.126,0.6092,3.63
2026-01,尾部,KOL_215,126,326.62,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_217,143,574.78,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_218,132,506.78,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_219,155,710.1,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_220,166,624.34,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_221,128,611.65,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_223,166,727.92,纯条数激励,309.75,True,0.126,0.6092,3.63
2026-01,尾部,KOL_224,174,459.97,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_225,141,528.41,未达标,0.0,True,0.126,0.6092,3.63
2026-01,尾部,KOL_226,162,380.76,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_227,165,435.21,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_228,190,488.85,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_229,157,420.94,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_230,170,693.83,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_232,178,414.88,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_233,154,271.52,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_234,179,620.55,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_235,160,705.76,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_236,157,595.73,纯条数激励,309.75,True,0.126,0.6092,3.63
2026-01,尾部,KOL_237,141,391.23,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_241,159,674.42,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_243,157,725.65,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_245,159,403.29,未达标,0.0,True,0.126,0.6092,3.63
2026-01,尾部,KOL_247,144,480.53,未达标,0.0,True,0.126,0.6092,3.63
2026-01,尾部,KOL_249,175,739.26,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_250,161,644.33,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_251,141,355.35,未达标,0.0,True,0.126,0.6092,3.63
2026-01,尾部,KOL_255,144,540.98,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_257,173,695.3,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_258,163,512.12,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_259,149,468.57,未达标,0.0,True,0.126,0.6092,3.63
2026-01,尾部,KOL_260,147,486.96,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_261,121,386.31,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_265,130,454.1,未达标,0.0,True,0.126,0.6092,3.63
2026-01,尾部,KOL_266,157,553.9,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_268,156,354.81,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_270,129,621.67,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_272,166,513.49,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_273,175,633.96,纯条数激励,309.75,True,0.126,0.6092,3.63
2026-01,尾部,KOL_276,138,555.23,纯条数激励,309.75,True,0.126,0.6092,3.63
2026-01,尾部,KOL_277,114,226.37,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_278,122,475.1,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_279,194,640.06,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_280,182,676.14,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_281,145,521.58,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_282,165,548.8,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_284,168,857.8,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_285,131,584.32,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_288,152,278.35,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_289,159,398.62,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_290,203,393.07,未达标,0.0,True,0.126,0.6092,3.63
2026-01,尾部,KOL_291,172,547.41,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_293,177,559.0,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_294,128,550.59,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_295,180,632.91,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_296,184,318.63,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_297,135,368.47,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_298,156,712.38,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,尾部,KOL_300,184,475.75,未达标,0.0,False,0.126,0.6092,3.63
2026-01,腰部,KOL_301,187,7260.99,条数+GMV叠加,553.74,False,0.0875,1.1332,11.64
2026-01,尾部,KOL_306,163,600.9,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,头部,KOL_307,312,52743.95,条数+GMV叠加,951.92,False,0.0,1.0682,56.42
2026-01,尾部,KOL_308,166,412.92,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_309,159,475.66,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_310,185,755.48,纯条数激励,309.75,False,0.126,0.6092,3.63
2026-01,头部,KOL_311,317,57024.82,条数+GMV叠加,987.28,False,0.0,1.0682,56.42
2026-01,腰部,KOL_312,158,3805.55,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,尾部,KOL_313,124,388.82,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_314,121,266.65,未达标,0.0,False,0.126,0.6092,3.63
2026-01,腰部,KOL_315,157,2748.63,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,尾部,KOL_316,133,273.02,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_317,127,318.71,未达标,0.0,False,0.126,0.6092,3.63
2026-01,腰部,KOL_318,163,3252.41,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_319,204,4074.3,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_320,178,2494.81,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_321,228,4407.93,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,尾部,KOL_322,144,209.48,未达标,0.0,False,0.126,0.6092,3.63
2026-01,尾部,KOL_323,139,374.06,未达标,0.0,False,0.126,0.6092,3.63
2026-01,腰部,KOL_324,173,3341.82,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,腰部,KOL_325,196,4069.63,纯条数激励,309.75,False,0.0875,1.1332,11.64
2026-01,尾部,KOL_326,116,370.57,未达标,0.0,False,0.126,0.6092,3.63
2026-02,头部,KOL_001,324,90214.33,条数+GMV叠加,1667.05,False,0.0,1.0611,55.25
2026-02,头部,KOL_002,323,44976.05,条数+GMV叠加,894.64,False,0.0,1.0611,55.25
2026-02,头部,KOL_003,338,117720.88,条数+GMV叠加,1953.26,False,0.0,1.0611,55.25
2026-02,头部,KOL_004,266,62372.75,条数+GMV叠加,1039.46,False,0.0,1.0611,55.25
2026-02,头部,KOL_005,349,59789.89,条数+GMV叠加,1017.96,False,0.0,1.0611,55.25
2026-02,头部,KOL_006,324,92068.83,条数+GMV叠加,1686.35,False,0.0,1.0611,55.25
2026-02,头部,KOL_007,382,69951.01,条数+GMV叠加,1310.64,False,0.0,1.0611,55.25
2026-02,头部,KOL_008,304,39696.36,条数+GMV叠加,850.69,False,0.0,1.0611,55.25
2026-02,头部,KOL_009,300,96481.38,条数+GMV叠加,1732.26,False,0.0,1.0611,55.25
2026-02,头部,KOL_010,402,59268.03,条数+GMV叠加,1013.61,False,0.0,1.0611,55.25
2026-02,头部,KOL_011,378,94513.52,条数+GMV叠加,1711.79,False,0.0,1.0611,55.25
2026-02,头部,KOL_012,314,93377.48,条数+GMV叠加,1699.97,False,0.0,1.0611,55.25
2026-02,头部,KOL_013,363,100220.15,条数+GMV叠加,1771.17,False,0.0,1.0611,55.25
2026-02,头部,KOL_014,365,56318.78,条数+GMV叠加,989.06,False,0.0,1.0611,55.25
2026-02,头部,KOL_015,247,49698.21,条数+GMV叠加,933.95,False,0.0,1.0611,55.25
2026-02,头部,KOL_016,297,105975.14,条数+GMV叠加,1831.05,False,0.0,1.0611,55.25
2026-02,头部,KOL_018,309,88907.84,条数+GMV叠加,1653.46,False,0.0,1.0611,55.25
2026-02,头部,KOL_019,305,105747.89,条数+GMV叠加,1828.68,False,0.0,1.0611,55.25
2026-02,头部,KOL_020,318,49913.48,条数+GMV叠加,935.74,False,0.0,1.0611,55.25
2026-02,头部,KOL_021,301,95592.61,条数+GMV叠加,1723.02,False,0.0,1.0611,55.25
2026-02,头部,KOL_022,292,95605.13,条数+GMV叠加,1723.15,False,0.0,1.0611,55.25
2026-02,头部,KOL_023,271,71996.04,条数+GMV叠加,1327.66,False,0.0,1.0611,55.25
2026-02,头部,KOL_024,322,62382.21,条数+GMV叠加,1247.64,False,0.0,1.0611,55.25
2026-02,头部,KOL_025,259,57765.77,条数+GMV叠加,1001.11,False,0.0,1.0611,55.25
2026-02,头部,KOL_026,290,70701.4,条数+GMV叠加,1316.89,False,0.0,1.0611,55.25
2026-02,头部,KOL_027,286,89054.72,条数+GMV叠加,1654.99,False,0.0,1.0611,55.25
2026-02,头部,KOL_028,234,68383.85,条数+GMV叠加,1297.6,False,0.0,1.0611,55.25
2026-02,头部,KOL_029,298,67882.53,条数+GMV叠加,1293.42,False,0.0,1.0611,55.25
2026-02,头部,KOL_030,338,79645.65,条数+GMV叠加,1391.34,False,0.0,1.0611,55.25
2026-02,腰部,KOL_032,200,7351.07,条数+GMV叠加,558.5,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_033,202,5524.96,条数+GMV叠加,549.0,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_034,182,5520.17,条数+GMV叠加,548.98,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_035,190,3123.15,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_037,182,3609.08,纯条数激励,312.15,True,0.1169,1.1067,11.45
2026-02,腰部,KOL_038,238,5824.27,条数+GMV叠加,550.56,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_039,182,4803.08,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_040,259,5451.92,条数+GMV叠加,548.62,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_041,186,4480.25,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_043,242,4993.88,纯条数激励,520.26,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_044,213,3829.75,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_045,188,4027.04,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_048,179,4000.12,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_049,203,8456.12,条数+GMV叠加,564.25,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_052,165,4600.79,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_053,183,4512.14,纯条数激励,312.15,True,0.1169,1.1067,11.45
2026-02,腰部,KOL_054,195,3735.87,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_055,205,4944.22,纯条数激励,520.26,True,0.1169,1.1067,11.45
2026-02,腰部,KOL_056,165,5203.46,条数+GMV叠加,547.33,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_057,170,3298.69,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_058,176,6666.13,条数+GMV叠加,554.94,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_059,232,6675.68,条数+GMV叠加,554.99,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_060,198,5017.9,条数+GMV叠加,546.36,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_061,263,7047.1,条数+GMV叠加,556.92,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_063,223,5357.52,条数+GMV叠加,548.13,True,0.1169,1.1067,11.45
2026-02,腰部,KOL_064,225,5717.26,条数+GMV叠加,550.0,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_065,175,4047.67,纯条数激励,312.15,True,0.1169,1.1067,11.45
2026-02,腰部,KOL_066,228,5846.73,条数+GMV叠加,550.68,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_068,183,3556.05,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_070,230,5113.97,条数+GMV叠加,546.86,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_071,258,4919.82,纯条数激励,520.26,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_073,178,3190.55,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_074,221,6690.11,条数+GMV叠加,555.06,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_075,180,4432.48,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_076,188,6126.14,条数+GMV叠加,552.13,True,0.1169,1.1067,11.45
2026-02,腰部,KOL_078,163,4818.35,纯条数激励,312.15,True,0.1169,1.1067,11.45
2026-02,腰部,KOL_081,155,4840.03,纯条数激励,520.26,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_084,156,2855.86,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_085,204,5218.86,条数+GMV叠加,547.41,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_086,223,4972.02,纯条数激励,520.26,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_088,242,3179.32,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_089,223,3298.08,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_090,216,5588.87,条数+GMV叠加,549.33,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_091,185,4845.61,纯条数激励,520.26,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_092,185,4688.57,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_093,185,6457.11,条数+GMV叠加,553.85,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_095,191,4070.35,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_096,180,5741.24,条数+GMV叠加,550.13,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_097,198,4214.98,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_098,177,4546.0,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_099,196,5895.55,条数+GMV叠加,550.93,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_100,210,6801.29,条数+GMV叠加,555.64,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_101,188,3446.16,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_103,211,5778.01,条数+GMV叠加,550.32,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_104,242,6802.63,条数+GMV叠加,555.65,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_105,175,3312.52,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_108,201,4831.93,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_109,178,3513.04,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_110,243,3280.22,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_111,206,4628.79,纯条数激励,312.15,True,0.1169,1.1067,11.45
2026-02,腰部,KOL_112,217,5171.28,条数+GMV叠加,547.16,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_113,220,3740.2,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_117,186,3875.21,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,腰部,KOL_120,221,4735.5,纯条数激励,312.15,False,0.1169,1.1067,11.45
2026-02,尾部,KOL_126,167,612.95,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_127,159,598.21,纯条数激励,312.15,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_128,148,296.67,未达标,0.0,False,0.1121,0.6451,3.22
2026-02,尾部,KOL_129,166,524.48,未达标,0.0,False,0.1121,0.6451,3.22
